id	filename	md5	size	state
eed9a567-52a3-4cc0-92a3-adb66d82d715	jhu-usc.edu_GBM.HumanMethylation450.7.lvl-3.TCGA-26-1442-01A-01D-1697-05.gdc_hg38.txt	db557c7ded3a005d9fd3d2475267f607	141288022	released
82a2edeb-d989-4743-ac7f-d5f53a1559ce	jhu-usc.edu_GBM.HumanMethylation450.7.lvl-3.TCGA-32-1979-01A-01D-1697-05.gdc_hg38.txt	bd63b50ecf1758d07f3b8d277e256364	141239072	released
146c3e86-9c16-469a-b8b0-a78fd9e53c24	jhu-usc.edu_GBM.HumanMethylation450.12.lvl-3.TCGA-06-A7TK-01A-21D-A392-05.gdc_hg38.txt	8b4b97cebda579e36c31d3afaf168688	141284007	released
bb49b1e3-e1dd-4440-a9c6-de15eee118e2	jhu-usc.edu_GBM.HumanMethylation450.6.lvl-3.TCGA-06-5414-01A-01D-1481-05.gdc_hg38.txt	a827a2dfe2d12fa850b9ac1f048c5ed2	141287151	released
3e69df43-f923-47c5-beb0-954a065b5949	jhu-usc.edu_GBM.HumanMethylation450.7.lvl-3.TCGA-19-5959-01A-11D-1697-05.gdc_hg38.txt	845445450a46fdc8f03cd9e1f1c1094b	141289435	released
d1da4b86-fd6d-46c9-9040-4c8860c9cf65	jhu-usc.edu_GBM.HumanMethylation450.8.lvl-3.TCGA-06-6388-01A-12D-1844-05.gdc_hg38.txt	676a2dafd2c95a3f67c916a1eb60239d	141287108	released
7d73509f-1f7a-45f4-bbe8-b5793e1fdad1	jhu-usc.edu_GBM.HumanMethylation450.7.lvl-3.TCGA-76-6285-01A-11D-1697-05.gdc_hg38.txt	8fd95e5dba5ff905c37a322391626acf	141306235	released
729c9c08-8c35-4597-ab86-4597842669d1	jhu-usc.edu_GBM.HumanMethylation450.8.lvl-3.TCGA-76-6664-01A-11D-1844-05.gdc_hg38.txt	7c3ef29ae054651491839ecc3ef76505	141285636	released
b3316ff4-ca83-46d9-8e50-eabe4676e45b	jhu-usc.edu_GBM.HumanMethylation450.5.lvl-3.TCGA-19-1389-01A-01D-A45W-05.gdc_hg38.txt	68db4466bfaaefb3c96b92bc115c03f4	141297240	released
782408f2-e46f-4c13-bd31-05585b16f849	jhu-usc.edu_GBM.HumanMethylation450.7.lvl-3.TCGA-76-6191-01A-12D-1697-05.gdc_hg38.txt	3791a42e228b54895f1fa2cd00820828	141311471	released
